V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,Un1,Un2
R_bp8aBN52JxZ27hT,Default Response Set,,,,192.38.127.151,,10/27/15 07:45,10/27/15 08:37,1,1,1,0,0,74.898,0,1,,,,,,,2004,1,0,0,12.33,0,1,9,1,I chosed to contribute with 20kr both to add something to the contribution but also to keep something for my self in case other didnt contribute the same.,1,7,9,8,7,7,7,6,6,6,9,5,6,6,8,7,3,6,6,8,7,3,5,7,9,4,5,7,5,7,3,5,6,2,2,0,0,0,5,7,3,2,3,2,2,"I think the study was trying to see if the amount of money you donating, your willingness to work with the group, corresponds with your answers to the questions","The suspicion that my group members wouldnt donate any money, as they dont trust the other strangers of the group",5,2,5,2,76,1,"Denmark, Kongens Lyngby",15,55.66670227,12.58329773,-1,,7,1
R_bpwKdqPnPet0ao9,Default Response Set,,,,192.38.127.136,,10/29/15 07:55,10/29/15 08:32,1,1,1,0,0,54.84,0,1,3000,1,0,0,15.638,0,,,,,,,1,9,1,Naive belief in my classmates,1,9,6,8,8,9,9,9,9,9,9,8,9,7,9,9,2,8,4,8,6,5,8,7,8,3,5,7,3,5,3,1,7,1,1,0,0,0,7,9,3,3,3,2,1,Trying to show that people act out of self interest and are not concerned about other agents on the market.,no,7,3,6,2,77,1,"Vedb蚠k, Denmark",20,55.66670227,12.58329773,-1,,7,1
R_BskgOBXg1Kzo2T7,Default Response Set,,,,192.38.127.147,,10/29/15 12:00,10/29/15 12:42,1,1,1,0,0,102.452,0,1,233,1,0,0,20.264,0,,,,,,,1,4,4,f外 et samlet h蜋jere v蚠rdi,1,8,9,6,8,9,7,8,8,6,9,6,8,5,8,6,5,8,6,9,8,7,7,6,7,5,7,9,8,8,2,5,9,1,0,0,0,0,6,9,3,3,1,2,2,the study was a very personal one\\- it tried to show you were as person\\- how much you are willing to sacrifize your personal life/ space for others who are close to you,no,5,2,4,2,75,1,"Copenhagen, Denmark",28,55.66670227,12.58329773,-1,,2,2
R_Byb0k6VqbHjd3FL,Default Response Set,,,,192.38.127.148,,10/30/15 12:26,10/30/15 12:50,1,1,1,0,0,71.552,0,1,1803,1,0,0,13.816,0,,,,,,,1,9,1,"If everyone choose to contribute the same amount, all of us will receive a higher amount.",1,8,3,8,7,9,7,5,6,5,7,4,6,3,5,8,4,7,9,6,9,7,8,7,5,2,1,6,2,7,1,1,7,1,1,0,0,0,6,8,1,2,2,2,2,"The study was trying to show how people make decisions while interacting with others. Thereby, the study provides information about the sense of individuality among people, and whether they consider other people (and strangers), competition and working together as an essential part of their improvement and their lives in general.The study tried to show this by asking the participants to rate their own well-being over others as well as the importance of working with others and competing with others.","I understand the need of a short answer-time to the first question, where you have to choose the amount of money you're willing to contribute to the group because it will force the participant's answer by intuition. That being said, the 10 seconds involved reading the whole page and the question, meaning that it felt like a little bit like a random answer instead of the first intuitive answer.",5,5,9,7,77,2,"Denmark, Copenhagen",23,55.66670227,12.58329773,-1,,7,1
R_Bz7P3Mt1NKvKpuF,Default Response Set,,,,192.38.127.144,,10/30/15 12:25,10/30/15 12:41,1,1,1,0,0,56.913,0,1,,,,,,,0,1,0,0,14.337,0,1,9,1,"Biggest payoff for me, for every krone i enter, i will recieve only 0.5 back. therefore it is never an advantage for me to input anything.",1,9,9,9,9,5,5,9,8,9,9,7,9,7,9,8,1,7,7,9,4,1,5,2,1,1,2,5,2,3,1,5,9,1,1,0,0,0,3,6,3,1,3,1,2,"How individuals react to incentives and how they weight their gain, vs their groups gain. To gain insight into the decision making of people, and how they respect the social constraint inside of which they operate.","It feels somewhat forced, in that all the benefits were weighted towards making a certain decision, namely being purely selfish, which is a sub-optimal choice for society, but the optimal choice for the individual, and as such it tries to highlight those asymmetries.",5,2,5,2,75,1,Frederiksberg,24,55.66670227,12.58329773,-1,,7,1
R_d07Jbi0YiLnDLjz,Default Response Set,,,,192.38.127.157,,10/26/15 08:07,10/26/15 12:40,1,1,1,0,0,96.513,0,1,128,1,9.955,9.955,16.501,1,,,,,,,1,9,1,"I make my decision for what is best for me, and think they other in my group will do what is the best for the group as a whole.",1,5,4,9,7,8,7,7,8,9,8,8,7,7,8,6,4,8,6,9,8,6,8,6,8,3,7,8,8,7,7,1,7,1,1,0,0,0,3,7,2,1,2,1,2,"I think it tried to show, that people makes their decision, thinking about their own behavior. It shows that people are individuals and try to maximize their own value.",no,5,5,6,3,75,1,"Roskilde, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_D7gfoysCr9sLUeB,Default Response Set,,,,192.38.127.142,,10/29/15 10:03,10/29/15 10:34,1,1,1,0,0,93.283,0,1,3000,1,4.92,4.92,6.722,1,,,,,,,1,9,9,"Every member of the group will recieve the max. amount of profit if everyone contributes with all of their funds. Therefore i hope, the other members of my group will act as i did, and submit the highest amount possible.",1,7,9,9,9,4,8,7,8,4,9,5,1,9,8,9,2,7,7,8,8,3,8,5,8,1,6,7,5,6,8,3,5,1,4,0,0,0,3,8,3,1,3,1,1,"How people interact in a competitive market, without them interacting with each other",no,5,5,5,4,76,1,Copenhagen,22,55.66670227,12.58329773,-1,,7,7
R_dhfG13qYMroT8jL,Default Response Set,,,,192.38.127.152,,10/26/15 08:08,10/26/15 12:34,1,1,1,0,0,55.419,0,1,501,1,0,0,13.973,0,,,,,,,1,9,1,"I wanted the money to myself, and due to the short amount of time I was given, the best I could think of, was to invest only 500 蜋re. Then I hope that the others in the group thinks that they need to invest a whole lot, so that I get 25kr plus their investments",1,7,6,6,2,9,4,9,6,6,8,4,2,7,6,8,1,5,4,9,5,1,7,5,4,2,7,6,3,3,1,8,8,1,1,0,0,0,8,9,1,3,2,2,2,Egoistic traits,No,9,7,9,7,75,1,"Copenhagen, Denmark",20,55.66670227,12.58329773,-1,,7,1
R_dhxGp0t5oO5qLbH,Default Response Set,,,,192.38.127.148,,10/27/15 07:44,10/27/15 08:39,1,1,1,0,0,69.584,0,1,2001,1,0,0,9.455,0,,,,,,,1,9,1,"I choose to create myself a 'buffer' of 10 DKK, as a kind of finansial security, whilst giving away the 20 DKK created the opportunity of earning even more",1,7,6,7,8,6,7,8,7,4,9,5,9,8,2,9,7,8,4,8,7,5,8,7,7,2,2,5,5,5,3,2,7,1,1,0,0,0,5,7,3,3,3,2,2,"It tried to make a connection between my personality and my decision making. I made a choice in the beginning of the experiment, before i answered a lot of questions, that where to determin me as a person. In that way it may be possible to make conclusions about the decisions made by different types of people.",no,2,4,9,6,76,1,"Denmark, Fredensborg",19,55.66670227,12.58329773,-1,,7,1
R_e4IIccKYVajVFCh,Default Response Set,,,,192.38.127.160,,10/23/15 14:39,10/23/15 14:40,0,1,1,0,0,0.685,0,1,,,,,,,,1,0,0,0.879,0,1,4,9,1234,1,,,,,,,,,9,,,,,,,,,,,,,,,9,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,6,7
R_eqRtO7z1Gi5MoP7,Default Response Set,,,,192.38.127.149,,10/27/15 10:26,10/27/15 10:37,1,1,1,0,0,46.845,0,1,,,,,,,3000,1,0,0,17.943,0,1,9,9,"Everybody in the group has an incentive to earn money for group, therefore earning more money as a whole.",1,8,9,9,6,6,7,8,7,6,9,3,7,7,7,9,3,9,6,9,5,7,8,9,7,2,6,4,7,8,2,4,8,4,1,0,0,0,3,7,3,2,1,1,2,How you are willing to put your money at risk to benefit the group as a whole.,"Keep in mind that we know each other, so people are probably more willing to risk money for the group.",5,2,5,2,74,1,Denmark,29,55.66670227,12.58329773,-1,,7,7
R_Om0yzRfyI40OcSt,Default Response Set,,,,192.38.127.143,,10/27/15 12:42,10/27/15 13:35,1,1,1,0,0,71.038,0,1,,,,,,,2400,1,0,0,17.569,0,1,4,4,"Ved at tage en st蜋rre risiko, desto st蜋rrer mulighed, for at vinde et betydeligt bel蜋b.",1,4,2,7,4,3,1,4,2,3,5,1,3,1,6,3,1,8,8,7,9,9,9,7,9,4,6,2,7,7,3,5,4,1,0,1,0,0,7,9,1,3,1,2,2,"Sp蜋rgeskemaet pr蜋vede at vurdere hvilken type person jeg er. Om jeg er mere et gruppe orientede person, fremfor en individualist.",no,9,2,3,2,68,1,Copenhagen,16,55.66670227,12.58329773,-1,,3,4
R_OpYBuajKNzWwHO9,Default Response Set,,,,192.38.127.136,,10/29/15 10:01,10/29/15 10:32,1,1,1,0,0,50.461,0,1,402,1,0,0,14.543,0,,,,,,,1,9,1,"I'm trying to maximize my own ""profit"". My agenda is not to raise my groups overall profit, but my own.",1,5,1,6,5,9,6,7,9,5,5,5,5,2,4,6,4,8,5,7,9,7,6,8,7,2,4,5,4,3,3,2,4,1,1,5,0,1,7,9,1,2,1,2,2,"How people interact with strangers. The fact that I didn't know who I was in a pool with shows, that I depend on them to some extent. I chose to give 4 DKK to the pool, which could mean, that I didn't trust the others in the pool to give much money either.\Truthfully, I hope the others put a lot of money in the pool, so that my personal gain is higher.",no,4,3,3,3,75,1,"Denmark, Copenhagen",26,55.66670227,12.58329773,-1,,7,1
R_pnMcDQqxkeVbfFL,Default Response Set,,,,192.38.127.156,,10/29/15 10:01,10/29/15 10:33,1,1,1,0,0,37.743,0,1,0,1,0,0,10.348,0,,,,,,,1,4,4,"For mig som enkeltperson er det mest rationelt ikke at l蚠gge nogen penge ind i den f蚠lles pulje. Set p外 gruppen som samlet enhed er det dog det d外rligst mulige resultat. Hvis alle lagde alle deres penge ind, ville man have opn外et det best mulige resultat, men jeg kan ikke vide hvor meget de l蚠gger ind, derfor mit valg.",1,8,5,7,9,5,9,9,3,7,9,2,9,9,7,9,1,7,6,3,7,2,8,3,8,1,1,3,3,8,2,1,5,5,1,1,0,1,5,7,3,1,1,1,2,Spilteori.,"Hvis den enkelte t蚠nker rationelt f外r man det d外rligst mulige resultat, dette er interessant.",7,2,6,2,77,1,Denmark,25,55.66670227,12.58329773,-1,,4,4
R_pop3LkE1U9POuEF,Default Response Set,,,,192.38.127.144,,10/29/15 10:02,10/29/15 10:38,1,1,1,0,0,65.85,0,1,,,,,,,0,1,0,0,23.835,0,1,9,1,"The human race is a greedy species, it is show throughout history. I do not trust the other group members, and therefore maximized my potential earning, for what I estimate to be the safest choice. The amount from 75 kr. (maximal earning) to 30 kr. has not that big of a difference anyway, so why not take the safe choice.",1,7,5,5,9,7,9,8,5,7,2,4,9,1,8,6,3,8,5,7,9,3,9,5,7,2,4,9,3,4,6,5,3,1,2,0,0,0,4,7,3,3,2,1,2,"I think, it wants to show what I explained before, that the human race is a greedy species. If you play it safe you will succeed, on the other hand, if you are daring, you could benefit from other peoples trust, or you could loose it all. Trust is your best and worst friend.",no,6,2,2,2,77,1,France,27,55.66670227,12.58329773,-1,,7,1
R_pQaR6XtMNHBgvcZ,Default Response Set,,,,192.38.127.164,,10/30/15 12:24,10/30/15 12:44,1,1,1,0,0,64.844,0,1,,1,0,0,7.656,0,,,,,,,1,9,1,"It's right in the middle, and therefore i will not lose as much as i would i had contributed all of it, while still giving some, for if no one gives anything nobody wins anything... if everyone contributed 0 no one would gain.",1,7,1,9,3,7,5,9,9,9,2,9,2,3,9,5,4,8,3,8,9,3,8,8,7,2,7,7,7,3,2,7,1,1,0,1,0,0,8,9,1,3,1,2,1,"Whether people would chose their own self interest over the interest of the whole group. Whether all would choose to keep their own money, even though they have been informed that if no one gives money, no one will gain anything more, and be doing that see if that incentive will make people to think about the group as a whole, in the purpose of their own interest. See if people then will contribute, and while doing that whether they trusted their fellow group mates to do the same.",no,2,5,2,5,76,1,"Denmark, Gentofte",23,55.66670227,12.58329773,-1,,7,1
R_r1hPK40zuHrzgEF,Default Response Set,,,,192.38.127.140,,10/30/15 12:27,10/30/15 12:43,1,1,1,0,0,49.475,0,1,999,1,0,0,17.23,0,,,,,,,1,4,1,"Jeg valgte at beholde 20 kr selv og give 10 til gruppen. Jeg h外ber de andre har valgt at g蜋re det samme da vi alle vil f外 mere ud af det, da alle vil have mindst 20kr og forh外bentlig mere.",1,6,3,9,3,4,5,6,4,5,9,4,9,4,7,7,2,6,3,4,6,7,7,4,7,3,8,7,4,6,8,2,5,1,1,1,0,1,3,5,2,2,3,1,2,"Ens niveau af selvst蚠ndighed, selvretf蚠rdighed og egoisme. Alts外 hvor t蚠t du holder kortene ind til kroppen p外 en m外de. Og hvor meget du stoler p外 folk, b外de fremmede og dem omkring dig.",Jeg er sp蚠ndt p外 hvad de andre i min gruppe har gjort. Og om det er dem der var mest egoistiske eller mindst egoistiske der udl蜋ser den st蜋rste gevinst - alts外 hvad der bedst kan betale sig.,4,3,2,4,76,2,Copenhagen,20,55.66670227,12.58329773,-1,,3,1
R_SC7Hto1fjF8i3hn,Default Response Set,,,,192.38.127.140,,10/29/15 07:54,10/29/15 08:36,1,1,1,0,0,80.361,0,1,,,,,,,3000,1,0,0,15.327,0,1,9,9,"Because I read before that the more money you contribute, the more money your group will get",1,6,7,7,7,7,9,8,8,3,5,4,1,4,6,4,6,9,9,9,9,2,9,9,9,9,9,9,5,4,7,4,6,1,1,0,0,0,5,8,3,2,1,2,2,How people think and interact in daily life. By quistioning on a scale from 1-10 it is possible to know exactly how people feel wtih the examples given.,No,9,4,3,7,77,2,"Glostrup, Denmark",25,55.66670227,12.58329773,-1,,7,7
R_tMNSNDO9Cf1bRjb,Default Response Set,,,,192.38.127.153,,10/28/15 09:48,10/28/15 10:42,1,1,1,0,0,108.965,0,1,1554,1,0,0,8.49,0,,,,,,,1,9,1,Because it was inbetween,1,7,6,6,6,8,8,8,8,6,7,5,6,8,6,5,3,8,5,6,7,7,6,6,8,3,5,7,7,8,6,7,6,1,1,0,0,0,8,9,1,2,3,2,2,"I think the study was trying to show how people make decisions, how selfish they are and how much the think of the benefit of a group. It show how willing people are to take a risk, the risk that non of the others choose to give up any of their money.",No,7,4,9,2,76,1,"Aars, Denmark",30,55.66670227,12.58329773,-1,,7,1
R_UEDxfeR7OXKNnwZ,Default Response Set,,,,192.38.127.138,,10/29/15 11:59,10/29/15 12:28,1,1,1,0,0,40.098,0,1,3000,1,7.23,7.23,7.532,1,,,,,,,1,9,1,In the hope of everyone acting for the common good,1,9,3,5,7,6,7,6,8,6,7,5,6,2,6,7,6,9,6,9,9,8,9,7,8,2,3,4,5,2,2,1,5,1,1,0,0,0,7,10,1,3,1,2,2,"The study tries to show how much we trust anonymous strangers, if everyone trusts everyone, we benefits the most, as a whole",i wonder how much other people would share,6,2,4,4,75,1,"Copenhagen, Denmark",27,55.66670227,12.58329773,-1,,7,1
R_UnWoVezQNcQtfFf,Default Response Set,,,,192.38.127.140,,10/26/15 08:07,10/26/15 12:33,1,1,1,0,0,38.093,0,1,3000,1,0,0,4.517,0,,,,,,,1,9,1,"I chose to contribute the amount of 3000 蜋re, because in case the other 3 did the same, we would earn the most.",1,9,9,8,9,9,9,8,9,9,8,3,9,8,8,7,3,8,7,5,6,6,6,6,3,3,1,6,2,8,2,6,5,1,0,0,0,0,7,8,3,1,2,2,1,"The present study was trying to show how buyers and sellers were interacting in a market, were the sellers had a minimum price, which was not obvious to the buyers; the study was showing human behavior in a competitive market.","The last study was just as much a game to many students, as it was a study, so that could mean that it wasn't taken that seriously.",5,5,6,5,75,2,Denmark,24,55.66670227,12.58329773,-1,,7,1
R_UtM6ozOMRwoqjtf,Default Response Set,,,,192.38.127.162,,10/29/15 12:01,10/29/15 12:42,1,1,1,0,0,79.975,0,1,,,,,,,0,1,4.727,4.727,23.186,1,1,9,1,"Because I'm greedy, and hope people don't think alike",1,8,9,4,9,6,5,8,7,5,8,3,8,5,3,7,2,7,5,7,6,1,7,3,8,1,4,1,5,6,4,2,8,1,1,0,0,0,5,7,3,3,3,2,2,"I think the present study attempts to reveal the true self of a person, whether it be selflessness or selfishness, greed or generosity, positiveness or negativeness. It's hard to unveil what people actually think and how people would actually act in given situations, but because of the anonymity, the study hopes we might answer truthfully, but let's face it, regardless of secrecy, people try to promote how they think they might be, or wish to be, unfortunately it's not realistic. The only way of making such an experiment genuine is to test unaware people in real situations. I don't believe that these results reflect the real world's decision making.",no,5,4,4,4,76,1,"Wimbledon, England",28,55.66670227,12.58329773,-1,,7,1
R_UXWL9kgSDACnm4p,Default Response Set,,,,192.38.127.136,,10/26/15 07:38,10/26/15 12:40,1,1,1,0,0,52.097,0,1,3000,1,0,0,5.633,0,,,,,,,1,9,1,"If everyone share, we all get more. If we all acted this way, it would help us all. I see no reason not to share",1,7,7,7,5,5,5,5,8,6,2,2,2,7,5,7,2,8,8,9,7,9,9,5,7,1,2,2,7,3,3,3,7,1,1,1,0,1,8,8,3,3,1,2,1,"That depends on the result, but I think it revolves around how people would interact, when there is no consequences to their actions, but a gain if they deceive others.","It seems a bit too exaggerated, that it said before, that ""even though this isn't a deceiving test"", so it may be",5,4,3,5,77,1,"Denmark, Copenhagen",24,55.66670227,12.58329773,-1,,7,1
R_UzNruc1mmPIcbM5,Default Response Set,,,,192.38.127.150,,10/26/15 08:08,10/26/15 12:37,1,1,1,0,0,3.792,0,1,1171,1,0,0,16.701,0,,,,,,,1,9,4,The group got an higher amount than I... Im not quite sure why I chose what I did.. I just felt like putting the group higher..,1,6,3,8,2,4,6,6,4,4,5,5,5,3,3,4,3,9,7,6,7,7,3,8,7,4,5,8,3,6,3,4,8,1,1,0,0,0,2,7,2,1,3,1,2,I think it was trying to show how people act and interact compared to other. Do you think about yourself at first or do you think about others well-being more than your own? I also think it was trying to show what is important for your well-being as an individual person.,no,3,4,5,2,75,2,"Denmark, Copenhagen",25,55.66670227,12.58329773,-1,,7,5
R_vCEUvQY6p7W61TH,Default Response Set,,,,192.38.127.149,,10/29/15 11:59,10/29/15 12:44,1,1,1,0,0,95.733,0,1,,,,,,,897,1,0,0,34.45,0,1,4,9,?,1,7,3,8,4,5,7,2,8,2,5,3,7,1,4,6,3,7,8,8,8,3,6,3,8,3,6,5,6,5,8,2,5,1,0,0,1,0,6,8,3,2,2,2,2,"Eksperimentet ville vise hvordan man foretager beslutninger ud fra, hvordan man selv mener man er og t蚠nker om andre.","Det er muligt at man t蚠nker anderledes om sig selv, end man egentlig vil reagere i virkeligheden.",2,2,9,9,75,1,Bagsv蚠rd,28,55.66670227,12.58329773,-1,,3,7
R_vHuWN54ppVxLRGp,Default Response Set,,,,192.38.127.144,,10/27/15 07:42,10/27/15 08:31,1,1,1,0,0,36.871,0,1,,,,,,,0,1,0,0,11.336,0,1,9,1,To ensure myself the largest possible profit.,1,7,3,8,8,8,7,8,7,3,6,3,8,2,5,6,3,8,3,9,5,2,8,7,8,1,5,1,4,3,5,2,4,1,0,0,0,0,8,8,1,2,1,2,2,Greed of people. How your own actions may or may not be reflected in your worldview.,no,9,2,3,3,77,1,"Copenhagen, Denmark",19,55.66670227,12.58329773,-1,,7,1
R_vIS8psHcObZlBa9,Default Response Set,,,,192.38.127.152,,10/27/15 09:58,10/27/15 10:37,1,1,1,0,0,77.597,0,1,1564,1,0,0,7.262,0,,,,,,,1,9,1,"Because I didn't want to risk giving all my money away to my group, so I felt like 50% was fair. And that if all of us did so, we would all earn some, without risking everything",1,6,4,8,6,3,7,7,3,1,8,2,8,4,5,6,1,5,7,7,7,2,6,7,4,6,5,6,5,6,4,3,5,1,1,0,0,0,8,8,1,3,3,2,2,"How self centered people are, and how much they would sacrifice for making it better for the group; others",no,9,5,3,5,73,1,"Aller蜋d, Denmark",19,55.66670227,12.58329773,-1,,7,1
R_WcjNUq9FFwdc6Jz,Default Response Set,,,,192.38.127.155,,10/29/15 07:52,10/29/15 08:37,1,1,1,0,0,73.904,0,1,,,,,,,2004,1,0,0,17.527,0,1,9,9,i'm not quite sure,1,7,8,8,5,8,6,5,5,4,8,4,7,3,6,7,5,7,6,8,9,5,7,6,8,6,3,8,4,5,3,2,6,1,1,0,0,0,6,8,1,3,1,2,2,Probably something with at which rate people rate the group compared to the individual. If people think about their wellbeing of the groups first,I can't think of any at the moment,9,4,4,4,74,1,Borup & Holstebro,19,55.66670227,12.58329773,-1,,7,7
R_XCibDfQr7XqEd7H,Default Response Set,,,,192.38.127.161,,10/29/15 10:00,10/29/15 10:35,1,1,1,0,0,41.453,0,1,,,,,,,1200,1,0,0,28.344,0,1,9,9,I think everyone has a thinking about to choose the factor in the middle. I Contribute the factor in the middle hoping that everyone also would do it,1,7,5,5,9,9,9,8,6,4,9,1,9,7,6,2,8,7,3,8,9,3,9,7,9,2,8,6,3,5,7,5,9,1,1,0,0,0,5,6,1,1,1,2,2,"I was trying to show how people think about other people, personal skills and how we interact with others.",no,4,4,4,4,76,1,"Denmark, Frederiksberg",27,55.66670227,12.58329773,-1,,7,7
R_xkYlHx1paD403bX,Default Response Set,,,,192.38.127.141,,10/28/15 09:46,10/28/15 10:39,1,1,1,0,0,53.753,0,1,973,1,0,0,10.928,0,,,,,,,1,9,1,"I didn't have a lot of time to decide, so i quickly decided to contribute around 1000 蜋re, or about a third. This I found to be a reasonable amount, not too much and not too little.",1,9,5,9,7,6,7,6,6,2,5,1,7,1,3,1,8,4,7,4,8,2,5,3,5,1,2,7,3,6,6,3,7,1,1,0,0,0,7,8,1,3,2,2,2,"What kind of person you are, and if that has anything to do with how much you contributed.",no,9,5,2,5,77,1,"V蚠rl蜋se, Danmark",28,55.66670227,12.58329773,-1,,7,1
R_XNe3QzLjtOdxgjL,Default Response Set,,,,192.38.127.162,,10/30/15 12:23,10/30/15 12:46,1,1,1,0,0,43.847,0,1,,,,,,,3000,1,0,0,4.387,0,1,9,1,Fordi det er det der giver det h蜋jst mulige pay-off til alle,1,6,1,8,9,9,4,9,9,5,3,4,6,5,5,9,6,9,9,9,9,9,9,8,9,8,8,3,7,9,5,2,9,1,0,0,0,6,8,9,1,3,1,2,2,"Jeg tror det pr蜋ver at unders蜋ge hvor meget man stoler p外 mennesker man ikke kender og hvordan fungere sammen med andre mennesker og om man er villig til at til at tilsides蚠tte ens egne behov for en st蜋rre gruppe.\Det er blandt andet fors蜋gt unders蜋gt ved at man skal indkaste et bel蜋b i en pulje, man ved ikke hvor meget de kaster ind og kan derfor ikke v蚠re sikker p外 at man f外r det optimale ud af det. Hvis man stoler p外 andre vil g蜋re det bedste for en gruppe, s外 kaster man s外 meget ind som muligt, hvis man er i tvivl om de andre eller er egoist s外 beholder man sine penge, s外 man ved hvad man har og hvad man f外r ud af det.\Det bedste for gruppen ville v蚠re hvis alle kastede alle deres penge ind, det ville give det h蜋jeste afkast til hele gruppen.","Der er selvf蜋lgelig en tvivl om hvor vidt andre kaster alle deres penge ind, men mit udgangspunkt er at vi som gruppe m外 g外 efter det der er bedst for alle og det vil i det her tilf蚠lde v蚠re at kaste alle sine penge ind. Jeg tror og stoler p外 at alle andre ogs外 kan se den dynamik og derfor ogs外 kaster deres penge ind.",6,2,6,2,75,1,"Danmark, Glostrup",24,55.66670227,12.58329773,-1,,7,1
R_XoCSaBTFC72keTD,Default Response Set,,,,192.38.127.146,,10/28/15 09:47,10/28/15 10:43,1,1,1,0,0,60.348,0,1,1200,1,0,0,38.657,0,,,,,,,1,4,4,"I dont know why, I just chose a random amount",1,5,9,3,6,9,5,7,6,9,7,3,5,6,9,9,5,9,7,5,8,1,7,5,9,6,5,5,7,9,9,4,6,3,0,0,0,0,3,6,2,1,2,1,2,I think the present study to show how the people is. are we induviduals? do we like compition? etc.,no,3,3,2,5,76,1,Copenhagen (Gentofte),25,55.66670227,12.58329773,-1,,4,4
R_yD5VkF4aqRoDGLv,Default Response Set,,,,192.38.127.147,,10/28/15 09:46,10/28/15 10:30,1,1,1,0,0,37.062,0,1,,,,,,,0,1,0,0,9.066,0,1,9,1,Maximum profit,1,7,6,8,4,7,6,7,5,7,8,7,3,5,7,7,5,6,6,8,5,2,6,6,6,6,7,6,3,8,6,2,5,2,1,0,0,0,4,8,1,2,2,2,2,On which basis i chose my contribution,Alternating answers,2,6,4,4,77,1,"Lyngby, Dk",27,55.66670227,12.58329773,-1,,7,1
R_YQhRhvz1AJTrsyJ,Default Response Set,,,,192.38.127.165,,10/30/15 10:06,10/30/15 10:32,1,1,1,0,0,42.389,0,1,,,,,,,2001,1,0,0,36.41,0,1,9,9,To be sure I got something for myself.,1,7,6,7,2,5,6,7,4,7,6,4,7,7,8,8,3,5,3,7,6,3,5,3,5,4,6,7,4,3,6,4,5,1,1,0,0,0,4,8,3,1,2,2,2,I think the purpose was to tell how you see yourself in the society. Are we individuals or part of a group?,No,5,4,5,2,75,1,"Denmark, Vallensb蚠k",26,55.66670227,12.58329773,-1,,7,7
R_ZJHmTDC8lJqgzVT,Default Response Set,,,,192.38.127.139,,10/27/15 07:40,10/27/15 08:43,1,1,1,0,0,153.729,0,1,3000,1,0,0,9.354,0,,,,,,,1,9,1,For me it was all or nothing. I didn't want to split the 30 DKK so my decision was either to keep all the money or to contribute all the money. I chose to contribute all the money because I didn't want to be the one who ruined the whole groups chances to get more money.,1,6,7,8,9,7,9,8,7,7,9,3,9,7,8,9,2,8,8,9,8,4,9,9,9,7,7,8,6,6,7,2,8,1,0,0,1,0,5,8,3,3,1,2,2,"As I see it the present study was trying to show whether I trust other people or not, both strangers and the people closest to me. Also it was trying to get a picture of how I think about the people around me, how close I keep my family and friends.",No,9,5,4,2,76,2,"Taastrup, Denmark",20,55.66670227,12.58329773,-1,,7,1
R_zZHgA0Qt41Foio9,Default Response Set,,,,192.38.127.160,,10/28/15 09:50,10/28/15 10:34,1,1,1,0,0,35.663,0,1,1803,1,0,0,12.397,0,,,,,,,1,9,9,"Because of the lack of knowledge of the other group members action. If I went all in, and the others did not, I would come out with the worst outcome possible.",1,8,3,9,9,9,4,9,7,9,6,6,8,7,9,7,2,7,3,9,5,1,3,7,6,2,4,6,2,6,1,1,7,1,1,1,0,0,6,8,1,2,2,2,2,"Something about the correlation between the kind of person you are and the engagement in a group activity, in which the money you earn depends on both your own and others engagement. Thus, it might be about trust and self-interest and so on.",No,9,6,9,6,76,1,"Vejen, Denmark",25,55.66670227,12.58329773,-1,,7,7
