V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,,,,
R_4JvwvqZ3i4uwte9,Default Response Set,,,,134.76.136.152,,10.09.2015 15:41,10.09.2015 16:21,1,1,1,0,0,55.876,0,1,200,1,0,0,11.373,0,,,,,,,1,9,1,Weil ich ein Mittel aus meiner persí_nlichen Nutzenmaximierung und des maximalen Gruppenetrags wí_hlen wollte.,1,5,7,9,7,5,2,5,3,6,5,6,1,2,5,3,8,6,5,9,8,8,7,4,8,1,1,1,6,4,3,1,6,1,6,6,0,0,1,7,2,1,3,1,2,Es soll gezeigt werden inwieweit man sich auf fremde Personen verlassen kann und wie das Verhí_tlnis zwischen persí_nlicher Nutzenmaximierung und Gemeinwohl ist.\Anhand der anfí_nglichen Investitionsentscheidung soll dies veranschaulicht werden.,"Ich bin der Meinung dass es keine ""richtige"" Entscheidung geben kann.",5,2,3,3,72,1,Uelzen Deutschland,0,51.53640747,9.938995361,-1,,24,1,1,1
R_4Ph1QoEoFIvdTO1,Default Response Set,,,,134.76.136.66,,10.09.2015 11:39,10.09.2015 13:22,1,1,1,0,0,66.509,0,1,350,1,0,0,11.099,0,,,,,,,1,3,9,Es ist fair.,1,9,9,9,7,9,9,4,9,3,7,3,3,1,8,5,2,5,7,3,6,6,6,3,7,1,2,3,4,2,7,3,1,3,1,6,0,2,3,6,3,3,2,2,2,"Ich denke, dass mit der Studie gezeigt werden sollte inwiefern Menschen mit einem Konkurrenzdenken anderen gegení_ber fair wí_ren, wie sie geprí_gt sind und wie diese Prí_gung ihr Einfí_hlsvermí_gen beeinflusst.","Ich fand die Antwortmí_glichkeiten, wie bei so vielen Studien, sehr eingeschrí_nkt und oberflí_chlich. Es ist aber auch schwer alle mí_glichen Optionen und Charaktertypen zu erwí_gen.",5,3,4,2,68,1,"Bad Pyrmont, Deutschland",1,51.53640747,9.938995361,-1,,28,1,1,1
R_6n7AEPh7KWq2UJH,Default Response Set,,,,134.76.136.171,,09.09.2015 14:05,09.09.2015 14:52,1,1,1,0,0,56.767,0,1,,,,,,,275,1,0,0,24.506,0,1,9,9,"Ich will stark zur Gruppe beitragen. Allerdings habe ich nicht den gesamten Beitrag ausgewí_hlt, um noch eine gewisse Sicherheit zu bewahren.",1,4,1,8,8,9,5,5,6,2,6,4,6,1,5,6,4,9,8,9,8,8,9,4,8,7,8,5,8,1,2,8,1,2,3,3,0,2,4,8,3,2,1,2,2,"Ich denke, in dieser Studie, soll gezeigt werden, wie wichtig einem das Miteinander mit anderen Menschen ist, bzw. wie stark man sich selbst fí_r andere Menschen zurí_cknehmen kann. Ich denke, es geht auch, darum wie wichtig man selber einem ist und wichtig einem andere Menschen sind.",nein,3,6,2,6,75,1,Volkach Deutschland,0,51.53640747,9.938995361,-1,,21,1,1,1
R_6WKu0YyegucEFk5,Default Response Set,,,,134.76.136.171,,14.09.2015 11:04,14.09.2015 11:51,1,1,1,0,0,57.251,0,1,400,1,0,0,8.344,0,,,,,,,1,9,9,Weil es sowohl fí_r die Gruppe als auch fí_r mich das optimale Ergebnis erzeugt.,1,3,6,9,7,8,4,5,6,5,7,6,5,1,4,2,6,4,3,7,7,2,6,6,5,1,2,9,4,1,2,6,4,1,25,5,0,3,6,8,3,2,3,2,2,"Es sollte gezeigt werden, inwiefern einzelne Versuchspersonen anderen Teilnehmern vertrauen und auf welche charakterlichen Eigenschaften das zurí_ckgefí_hrt werden kann.",nein,4,4,4,4,76,2,"Mí_nchengladbach, Essen, Braunschweig",0,51.53640747,9.938995361,-1,,20,1,1,1
R_9uasezNlpskygU1,Default Response Set,,,,134.76.136.186,,14.09.2015 13:00,14.09.2015 14:15,1,1,1,0,0,57.518,0,1,250,1,0,0,13.44,0,,,,,,,1,9,9,Der gewí_hlte Beitrag ergibt sich aus der fí_r mich gí_nstigen und den Gruppenmitgliedern gí_nstigsten Gewinnausschí_ttung.,1,8,9,8,7,8,8,8,7,8,8,7,5,9,8,9,1,9,5,5,7,8,7,4,9,8,2,8,8,6,8,9,5,3,1,9,0,1,5,7,3,3,1,2,2,"Vertrauen zwischen Unbekannten, Entscheidungsfindung",nein,3,6,4,4,72,1,"Bremen, Deutschland",2,51.53640747,9.938995361,-1,,24,1,1,1
R_9WxJQF4gFYXzW01,Default Response Set,,,,134.76.136.186,,10.09.2015 13:57,10.09.2015 14:52,1,1,1,0,0,53.441,0,1,,,,,,,300,1,0,0,25.806,0,1,9,1,"Ich hí_tte die gesamten 4 Euro eingesetzt, da es fí_r uns alle der hí_chste Betrag wí_re, wenn jeder diesen Betrag setzt. Da ich jedoch befí_rchte, dass viele von den Teilnehmern eher egoistisch denken (Behauptung), wollte ich mir (auch egoistischer Weise) wenigstens 1 Euro sichern. Um nciht das ganze Geld zu verlieren. Kí_nnte ich von meinen Mitschpielern erhoffen, dass sie altruistisch denken, wí_rde ich die ganzen 4 Euro setzen!",1,4,6,6,7,7,4,6,5,3,7,2,3,2,2,3,5,7,8,7,9,9,8,6,7,3,5,5,5,2,5,2,1,4,10,10,0,8,6,8,2,3,2,1,2,"Vielleicht soll tatsí_chlich getestet werden, inwieweit die Versuchspersonen gemeinschaftlich handeln oder eher egoistisch.",nein,4,5,9,9,68,2,In einem kleinen Ort in Nordhessen,1,51.53640747,9.938995361,-1,,28,1,1,1
R_afUYXGIE9ZasVkB,Default Response Set,,,,134.76.136.120,,15.09.2015 10:59,15.09.2015 11:54,1,1,1,0,0,67.041,0,1,240,1,0,0,13.885,0,,,,,,,1,9,1,"Ich wollte einen mí_glichst nicht zu hohen, aber auch nich zu niedrigen Betrag wí_hlen. Es sollte sich noch fí_r mich lohnen, aber ich wollte auch, dass ein gewisser Betrag verdoppelt wird. Ich hoffe auch, dass meine anderen Gruppenmitglieder sich í_hnlich entscheiden. Alles zu setzen schien mir dann doch zu riskant.",1,6,2,8,5,6,1,2,9,7,6,6,7,6,3,3,6,7,7,6,4,9,3,4,3,2,7,7,7,8,2,9,7,4,0,15,0,3,4,9,3,3,2,2,2,"Ich glaube es sollte das Vertrauen auf Menschen untersuch werden, die man nicht kennt. Da man sich hier in dieser Studie auch nicht persí_nlich kennt, ist dies ein geeignetes Umfeld. Ich denke, durch die Hí_he des Einsatzes kann man einen gewissen Maíô ermitteln, wie ein Mensch Fremden vetraut. Ob sie nun fair seien, sprich, auch einen relativ hohen Betrag beizutragen, oder eher misstrauisch, sodass der Betrag eher geringer war.","Ich vermute, dass die meisten Leute einen mittelmí_íôigen Betrag gewí_hlt haben, und vermute, dass keiner 0ct beigetragen hat.",9,4,4,3,73,2,"Gí_ttingen, Deutschland",0,51.53640747,9.938995361,-1,,23,1,1,1
R_Ags4uNdYS5ydh5L,Default Response Set,,,,134.76.136.83,,08.09.2015 09:16,08.09.2015 11:22,1,1,1,0,0,69.233,0,1,330,1,0,0,8.749,0,,,,,,,1,9,7,versucht zu mitteln zwischen Gruppen- und Eigenprofit,1,7,6,8,8,8,5,5,3,3,5,1,3,1,5,3,6,8,6,7,6,9,7,6,7,3,6,8,4,2,1,2,1,1,3,3,0,2,4,6,1,2,3,2,2,"inwiefern Menschen dazu bereit sind, etwas zur Gemeinschaft beizutragen, auch wenn sie ggf. selbst zurí_ckstecken mí_ssten, wenn die Gemeinschaft als Ganzes auch davon profitiert","Zweifel an der ""Richtigkeit"" meiner Entscheidung, wieviel Geld ich gebe",5,5,4,3,57,2,"Winsen/Luhe Niedersachsen, Deutschland",0,51.53640747,9.938995361,-1,,39,0,1,0
R_AsWvbdu2795CE7L,Default Response Set,,,,134.76.136.232,,09.09.2015 11:41,09.09.2015 13:21,1,1,1,81.128,81.128,84.45,1,1,69,1,0,0,8.601,0,,,,,,,1,9,1,Bauchgefí_hl,1,2,8,8,9,7,9,9,5,2,9,2,9,8,8,7,2,8,7,9,8,8,8,3,8,2,2,1,8,5,2,2,2,1,0,2,0,1,8,9,3,2,3,2,2,"In dieser Studie soll gezeigt werden, ob man seinen persí_nlichen Gewinn zum Wohle der Gruppe opfert.",Nein,3,4,2,3,72,1,"Isernhagen, Deutschland",0,51.53640747,9.938995361,-1,,24,1,1,1
R_aWBoJ1TEIRrmuid,Default Response Set,,,,134.76.136.232,,09.09.2015 10:03,09.09.2015 10:54,1,1,1,0,0,75.664,0,1,,,,,,,160,1,0,0,24.338,0,1,9,9,"Den Betrag habe ich ausgewí_hlt, weil ich nicht sehr risikofreudig bin und mir etwas weniger als die Hí_lfte als gut erscheint um nicht zu viel zu verlieren und nicht zu viel zu gewinnen. Ein Mittelmaíô.",1,7,7,8,8,6,7,7,7,5,5,5,4,4,6,3,5,7,8,8,8,8,7,6,8,6,7,5,5,5,5,7,5,1,5,4,0,0,5,7,3,2,3,2,2,"Da ich glaube, dass ich die Anfangsfrage, ob ich die Studie verstanden habe, falsch beantwortet habe (was die Auszahlung der TN angeht) wurden ab dann Fragen gestellt, die mit dem Moralverstí_ndnis von Ehrlichkeit in Bezug auf Geld zu tun haben.","Wie bereits eben darsgestellt, denke ich, dass bezí_glich meiner (glaub ich) falschen Antwort, konkrete Fragen zur Moral gestellt worden, welche in Relation zu Geld stehen.",2,4,9,3,68,2,"Hannover, Deutschland",0,51.53640747,9.938995361,-1,,28,1,1,1
R_b8aOioVRptSt3LX,Default Response Set,,,,134.76.136.66,,14.09.2015 11:01,14.09.2015 11:47,1,1,1,0,0,19.417,0,1,,,,,,,0,1,0,0,12.07,0,1,9,1,Eigeninteresse,1,7,5,6,7,8,6,6,5,4,8,3,5,7,3,5,3,5,6,7,3,7,7,3,6,2,5,2,3,1,3,2,5,4,2,2,0,0,7,7,1,3,3,2,2,"Inwiefern eine Studie, obwohl anonym, das eigene Handeln beeinflusst.",nein,3,5,3,5,73,1,Borken (Hessen),0,51.53640747,9.938995361,-1,,23,1,1,1
R_bwNnu8XB0cWjsw9,Default Response Set,,,,134.76.136.232,,10.09.2015 10:02,10.09.2015 10:56,1,1,1,0,0,80.765,0,1,286,1,0,0,12.063,0,,,,,,,1,6,1,"Mittelding zwischen 0 Euro, die zur hí_chsten Auszahlung fí_r mich fí_hrt und 4 Euro die drei Leute investieren mí_ssen, damit die hí_chste auszahlung erreicht wird",1,6,4,4,8,9,7,8,8,7,8,6,7,3,6,6,7,8,8,6,8,9,8,3,6,2,3,9,3,8,4,3,5,1,2,2,0,2,7,9,3,2,1,2,2,"Ich denke es sollte in der Studie geprí_ft werden, in wie weit der investierte Betrag in das Gruppenprojekt, mit den eigenen sozialen Einschí_tzungen von sich selbst í_bereinstimmt. Somit wí_rde geprí_ft werden wie gut man sich selber einschí_tzen kann.",nein,3,6,5,5,76,2,"Hí_xter, Deutschland",0,51.53640747,9.938995361,-1,,20,1,1,1
R_C21z8swVeGUZNSh,Default Response Set,,,,134.76.136.186,,09.09.2015 14:12,09.09.2015 14:52,1,1,1,0,0,77.497,0,1,,,,,,,271,1,0,0,16.15,0,1,9,1,"Ich wollte nicht alles geben, um nicht ví_llig leer auszugehen falls ich nur mit Schmarotzern spiele, aber ich wollte auch mí_glichst viel geben, um einen hí_here Gruppenauszahlung zu erreichen.",1,8,7,8,7,8,8,8,7,7,5,5,7,3,7,4,2,7,3,6,8,7,5,4,5,3,5,3,3,2,5,3,5,3,0,8,0,1,3,6,3,3,2,1,2,"Zusammenhang von Verhalten (wieviel Geld setze ich) mit Ansichten, also wie Egoistisch, misstrauisch etc ich denke.\Ich vermute da wird sich eine Korrelation zeigen..\Beides wurde erfasst, Verhalten plus Ansichten.","Die Korrelation die untersucht wird, ist notwendigerweise vorhanden. \Sehr lehrreich ist das also nicht.. auíôerdem finde ich es besser, mehrere runden mit feedback zu spielen, da erst dann wirklich deutlich werden kann, wie altruistisch/ egoistisch jemand wirklich ist.",9,7,9,7,69,1,Mí_nchen,0,51.53640747,9.938995361,-1,,27,1,1,1
R_CmDkkGyyO5SOIoh,Default Response Set,,,,134.76.136.48,,14.09.2015 15:14,14.09.2015 15:58,1,1,1,0,0,81.144,0,1,,,,,,,250,1,0,0,44.958,0,1,9,1,"Wenn alle viel einzahlen, gewinnen wir alle. Dennoch habe ich die Befí_rchtung, dass einige nicht einzahlen und ich somit im nachhinein mit groíôen Verlusten aus der Runde herausgehe. Deshalb habe ich mich fí_r eine Einzahlung knapp í_ber dem Mittelwert entschieden.",1,5,1,8,6,7,7,7,4,3,4,3,4,1,7,3,5,8,8,7,9,9,8,9,8,2,7,7,8,2,2,5,1,4,6,6,0,0,8,9,1,3,1,2,2,"Vermutlich sollte geprí_ft werden, wie sehr die Teilnehmer den anderen Teilnehmern trauen.",nein,9,7,9,7,75,2,Jesteburg (21266),0,51.53640747,9.938995361,-1,,21,1,1,1
R_cx1CSzSPEFAgFXP,Default Response Set,,,,134.76.136.171,,10.09.2015 15:37,10.09.2015 16:20,1,1,1,0,0,77.784,0,1,,,,,,,200,1,0,0,26.766,0,1,9,9,"Kurz vorab bei der ersten Antwort mí_sste es 100Cent fí_r jeden sein, 400Cent fí_r alle zusammen, da ich nicht die vollen Betrag gegeben habe und da es pro 2 Cent nur 1 Cent zurí_ckgibt.\Ich habe mich fí_r die Hí_lfte entschieden, da die volle Summe zu riskant gewesen wí_re, ich aber dennoch darauf vertraue, dass die anderen Gruppenmitglieder auch etwas abgeben. Somit hatte nicht den vollen Verlust und war auch nicht derjenige, der die Situation fí_r sich bestimmt.",1,8,6,9,7,5,8,7,3,6,6,6,5,5,6,3,6,7,7,6,8,7,7,7,7,4,8,4,7,3,4,5,5,3,2,3,0,0,6,8,3,3,3,1,2,"Das typische Gefí_ngnisexperiment. wenn jeder sich zum Wohle des anderen entscheidet, profitieren beide. Wenn einer aber nur zu seinem Vorteil handelt, verliert einer alles, der andere gewinnt alles.","Mir gefí_llt nicht, dass man nur einmal entscheiden konnte.",5,6,5,2,69,2,Vilshofen,0,51.53640747,9.938995361,-1,,27,1,1,1
R_d43yAEvILf6xj33,Default Response Set,,,,134.76.136.120,,09.09.2015 15:38,09.09.2015 16:21,1,1,1,0,0,99.141,0,1,,,,,,,64,1,0,0,20.433,0,1,9,1,"weil die anderen wahrscheinlich auch nicht so viel der gruppe geben und ich dann geld verlieren wí_rde, wenn ich mehr einzahlen wí_rde",1,5,5,8,6,7,8,8,5,2,6,2,7,3,4,4,8,8,8,8,7,8,3,8,8,3,7,7,3,2,2,7,5,3,0,5,0,1,7,10,1,3,3,2,2,"leute die mehr geld der gruppe geben kí_nnten gruppenorientierter sein und leute die das geld behalten kí_nnten eher einzelgí_nger sein, diese these kí_nnte anhand der fragen bewiesen werden",nein,2,6,2,6,74,2,hannover deutschland,0,51.53640747,9.938995361,-1,,22,1,1,1
R_d4HfHAhbkoZbus9,Default Response Set,,,,134.76.136.60,,10.09.2015 15:38,10.09.2015 16:18,1,1,1,0,0,85.476,0,1,294,1,0,0,20.181,0,,,,,,,1,9,1,"Ich weiíô nicht wie die Anderen handeln, daher gebe ich nicht die vollen 400ct",1,8,7,9,4,7,3,9,8,6,5,6,5,1,6,6,1,5,6,5,7,9,4,3,8,2,8,4,3,2,5,3,9,1,0,3,0,1,5,7,3,3,2,1,2,"Es geht darum zu schauen, ob Leute anderen Vertrauen oder lieber das Beste fí_r sich selbst rausholen",nein,9,7,9,7,71,2,"Seesen, Deutschland",0,51.53640747,9.938995361,-1,,25,1,1,1
R_D8XtXBf5W5znp4d,Default Response Set,,,,134.76.136.232,,11.09.2015 12:18,11.09.2015 13:14,1,1,1,0,0,38.965,0,1,400,1,0,0,14.139,0,,,,,,,1,9,1,"Wenn alle Gruppenmitglieder die vollen 4 Euro eibringen, bekommt jede Person einen hí_heren Betrag, als wenn sie die 4 Euro behí_lt. Mit dem fí_r mich besten Fall (4 Euro behalten) wí_rden alle anderen Gruppenmitglieder weniger bekommen, was ich als unsozial ansehe und daher nicht in Erwí_gung gezogen habe.",1,7,3,8,9,2,7,6,3,6,7,7,6,7,7,5,3,7,6,8,7,8,7,5,6,7,5,8,5,4,2,5,5,3,5,5,0,2,6,9,3,3,2,2,2,"Durch die Studie soll gezeigt werden, wie sich Menschen im Bezug auf eine Belohnung (Geld) verhalten, wenn sie wissen, dass andere Personen unter Umstí_nden durch egoistisches Handeln einen negativen Einfluss auf das eigene Ergebnis haben kí_nnten und durch selbstloses Handeln einen positiven Einfluss haben kí_nnten.",nein,3,3,3,6,76,1,Hamburg,0,51.53640747,9.938995361,-1,,20,1,1,1
R_DrfwiPFXZQInhbb,Default Response Set,,,,134.76.136.232,,09.09.2015 15:37,09.09.2015 16:22,1,1,1,0,0,55.667,0,1,400,1,14.09,14.09,14.462,1,,,,,,,1,9,1,"Es erscheint wahrscheinlicher das alle das Gruppenergebnis wí_hlen als dass man selbst der einzige ist, der sein Geld behí_lt",1,5,4,6,6,6,5,5,4,3,1,5,1,2,5,3,7,6,5,5,7,7,7,6,5,3,4,6,6,3,3,4,3,3,6,3,0,1,5,5,3,3,3,2,2,"Zusammenhang zwischen Entscheidungen und Independenten / Dependenten selbstbild ( genauer begriff Fí_llt mir gerade nicht ein), da mir einige Items aus eigenen untersuchungen bekannte vorkommen =) Aber konkrete Hypothesen oder Forschungsfragen kí_nnte ich nur Mutmaíôen.","Vermutung, dass die Gefahr besteht das zu viele leute diese Art von entscheidungsexperimenten kenne, aber selbst wenn ist schwr zu mutmaíôen welche Variante die Teilnehmer wí_hlen, da man keien Daten í_ber ihre Ansichten hat bzw. man kennt keinen der Teilnehmer.",5,4,5,5,72,1,Kí_ln NRW Deutschland,0,51.53640747,9.938995361,-1,,24,1,1,1
R_DTpHZxzvrl4hejn,Default Response Set,,,,134.76.136.60,,14.09.2015 15:13,14.09.2015 16:01,1,1,1,0,0,119.659,0,1,,,,,,,400,1,0,0,12.958,0,1,9,9,"Wenn ich die cent nicht fí_r ein gemeinsames projekt nehme und fí_r mich behalte, bekomme ich diese sicher.\Die Gruppe kí_nnte zwar bis zu 3200 cent erwirtschaften, diese Antwortmí_glichkeit war jedoch nicht gegeben.",1,7,2,8,9,9,7,9,6,3,8,1,4,1,7,6,4,9,9,9,9,7,8,9,9,3,3,6,8,6,2,8,1,4,10,10,0,3,6,9,1,3,3,2,2,"Es wird mit verschiedenen Fragen, die aber auf das gleiche abzielen, versucht herauszufinden ob man sich praktisch genauso verhí_lt wie theoretisch angegeben.","Ich vermute, dass viel Probanden ihre 400 cent fí_r sich behalten werden.",9,7,9,7,68,1,"Kassel, Deutschland",0,51.53640747,9.938995361,-1,,28,1,1,1
R_Dw6XirEFzE5xt17,Default Response Set,,,,134.76.136.66,,09.09.2015 14:10,09.09.2015 14:49,1,1,1,0,0,113.474,0,1,,,,,,,0,1,0,0,13.898,0,1,9,1,"Falls die anderen Gruppenmitglieder kein Geld geben, ich aber schon, verliere ich Geld.",1,3,8,7,4,5,5,4,3,7,7,7,3,6,6,3,3,6,7,7,7,7,5,4,6,3,3,7,6,5,5,4,7,3,3,3,0,1,4,6,3,1,3,1,2,"Wie meine persí_nliche Einstellung (Egoismus, etc) meine Entscheidung beeinflusst",nein,3,3,4,4,71,2,Gí_ttingen,0,51.53640747,9.938995361,-1,,25,1,1,1
R_e5HxINAVLkc9qrn,Default Response Set,,,,134.76.136.167,,09.09.2015 15:33,09.09.2015 16:18,1,1,1,0,0,42.894,0,1,326,1,0,0,9.448,0,,,,,,,1,9,9,"je hí_her die auszahlung,desto mehr bekommt man theoretisch",1,7,8,9,8,9,5,4,8,1,9,5,4,1,7,2,6,7,9,9,8,4,8,5,7,7,2,9,6,4,8,3,9,1,4,2,0,0,6,8,2,3,3,2,2,keine ahnung,nein,9,7,9,7,73,1,Bremen,0,51.53640747,9.938995361,-1,,23,1,1,1
R_eLMhgsNkrDa7s2d,Default Response Set,,,,134.76.136.167,,15.09.2015 08:52,15.09.2015 10:18,1,1,1,0,0,53.412,0,1,,,,,,,160,1,0,0,23.839,0,1,9,1,"Ich wollte gern etwas zum gemeinsamen Beitrag dazusteuern, da somit jeder mehr Geld erhalten kann, den doppelten Bonus, also 8 ä‰å. Allerdings wollte ich nicht meine gesamten 4 ä‰å mit einbringen, da immer noch die Mí_glichkeit besteht, dass die anderen gar nichts von ihrem Geld einbringen. In diesem Fall wí_rde meine Auszahlung schlechter abschneiden.",1,4,2,8,5,8,5,6,5,8,3,7,5,2,5,4,5,8,6,6,7,9,9,6,7,4,3,3,4,4,3,7,5,3,10,10,0,2,7,7,1,3,1,2,2,"Durch die Zugabe von Geld in einen gemeinsamen Gruppenbetrag, sollte festgestellt werden, wieviel Vertrauen ich als Person Fremden gegení_ber entgegenbringe. Ich sollte einschí_tzen, ob diese eher egoistisch handeln und nur an ihren eigenen grí_íôtmí_glichen Verdienst denken oder ob sie an das Gruppengefí_hl denken.",nein,5,4,3,3,69,2,"Deutschland, Lutter",0,51.53640747,9.938995361,-1,,27,1,1,1
R_eM471fYiBN1BGHD,Default Response Set,,,,134.76.136.151,,08.09.2015 13:43,08.09.2015 14:24,1,1,1,0,0,85.458,0,1,,,,,,,100,1,4.176,4.176,29.467,1,1,9,9,"Ich denke ich werde auch nur maximal 100 c zurí_ck bekommen, da viele ihr Geld behalten kí_nnen und allen zu unsicher ist alles beizusteuern.",1,6,3,8,7,9,7,7,2,4,6,6,7,4,4,4,7,7,6,9,9,8,9,8,9,4,7,9,7,8,7,3,7,3,2,6,0,2,2,7,3,3,3,1,2,Wie sehr man fremde Leute vertraut und wieviel Geld man selbst Fremden Leuten geben wí_rde.,nein,3,5,3,5,72,1,Kassel Deutschland,0,51.53640747,9.938995361,-1,,24,1,1,1
R_enaNTTONyOfCan7,Default Response Set,,,,134.76.136.171,,14.09.2015 12:57,14.09.2015 14:18,1,1,1,0,0,64.75,0,1,400,1,0,0,12.625,0,,,,,,,1,9,1,In einem Gruppenprojekt sollte man mí_glichst kooperieren und den Gruppenvorteil im Vordergrund sehen,1,5,3,9,6,9,6,7,7,5,6,2,4,2,5,6,7,9,7,9,9,9,8,8,8,4,5,7,8,7,3,3,5,2,0,1,0,0,6,8,3,2,3,2,2,"Ich denke, es sollte gezeigt werde, wie die unterschiedlichsten Menschen auf Fragen antworten, die sich í_hneln, allerdings zu verschiedenen Zeitpunkten im Fragenkatalog auftauchen. Man mí_chte alle mí_glichen Facetten des Eigenlebens als auch des Lebens in der Gruppe untersuchen und gucken wie sich unterschiedliche Menschen in der Gruppe fí_hlen und wie sie sich verhalten.",nein,5,4,5,5,72,1,"Hamburg, Deutschland",0,51.53640747,9.938995361,-1,,24,1,1,1
R_OEeUQNzhWaD5G6t,Default Response Set,,,,134.76.136.48,,11.09.2015 12:18,11.09.2015 13:18,1,1,1,0,0,78.709,0,1,,,,,,,400,1,18.362,19.03,22.647,3,1,9,9,"weil ich es so verstanden habe, dass wenn alle Teilnehmer das Maximum bezahlen, dann verdoppelt sich die Summe fí_r alle. Deswegen habe ich meine gesamte Summe riskiert.",1,6,5,9,5,5,8,7,4,6,9,6,7,1,7,5,4,5,6,7,7,8,5,7,8,4,6,8,5,4,6,5,7,1,0,7,0,0,1,6,3,1,3,1,2,"Ich glaube es geht darum zu wissen, ob die Teilnehmer fremden verrtrauen kí_nnen besonderes in Situationen, die mit Geld zu tun haben.","Ich vermute, dass die Mehrheit der Teilnehmer eher misstraulich sind.",9,7,9,7,71,2,Nabeul\Tunesien,0,51.53640747,9.938995361,-1,,25,1,1,1
R_Om8zcR3GiB7Wrm1,Default Response Set,,,,134.76.136.152,,14.09.2015 13:00,14.09.2015 14:17,1,1,1,0,0,54.576,0,1,,,,,,,200,1,0,0,8.438,0,1,9,1,"Ich wollte einen Teil zum Gruppenkapital beisteuern, aber im Falle das andere Gruppenmitglieder ihr Geld einbehalten einen Geldbetrag fí_r mich einbehalten, um am Ende nicht ohne weiteres Kapital dahzustehen.",1,3,7,7,6,8,5,5,6,4,5,3,6,4,6,4,5,8,7,7,9,9,8,8,9,4,6,6,5,4,5,4,4,3,0,3,0,1,5,7,3,2,3,2,2,"Diese Studie soll zeigen wieviel Vertrauen man unbekannten Gruppenmitgliedern bei Entscheidungen entgegenbringt bzw. ob man so handelt, dass mein auf sein eigenes Wohl oder das der Gruppe schaut.",nein,9,6,2,5,69,2,Gí_ttingen,1,51.53640747,9.938995361,-1,,27,1,1,1
R_OxQl9q8g21jNrbz,Default Response Set,,,,134.76.136.171,,14.09.2015 08:58,14.09.2015 10:27,1,1,1,0,0,55.638,0,1,,,,,,,400,1,0,0,16.246,0,1,9,1,"Weil ich davon í_berzeugt bin, dass jeder den Maximalbetrag einzahlen wird, damit die Gruppe den maximalen Gewinn erhí_lt.",1,2,6,7,4,9,6,3,9,2,9,2,6,1,6,6,4,9,9,9,7,9,4,8,7,9,8,8,7,7,7,5,9,4,4,4,0,2,8,8,1,2,1,1,2,"Ich denke, das Vertrauen in andere Menschen soll untersucht werden und mit persí_nlicher Erfahrung und Empfindung in Verbindung gebracht werden.","Da es sich fí_r eine Person scheinbar am meisten lohnt alle anderen auszunutzen, befí_rchte ich immer, dass mindestens eine Person dies auch tut. Da ich allerdings die Erfahrung gemacht habe, dass es sich bei solchen Experimenten lohnt groíôzí_gig und fair zu sein, habe ich diese Strategie auch hier verfolgt.",5,3,4,4,72,2,Aachen - NRW - Deutschland,0,51.53640747,9.938995361,-1,,24,1,1,1
R_p5GMV61ONuU4vVn,Default Response Set,,,,134.76.136.152,,09.09.2015 11:43,09.09.2015 13:19,1,1,1,0,0,76.93,0,1,,,,,,,0,1,0,0,14.448,0,1,9,1,mí_glichst viel Geld verdienen,1,6,5,8,7,8,8,4,4,3,2,2,4,3,3,3,1,6,7,7,9,5,9,6,7,2,7,1,4,9,6,7,5,3,2,10,0,0,1,6,3,3,3,2,2,der Glaube an das Gute im Menschen,nein,9,3,3,6,70,1,"Berlin, Deutschland",0,51.53640747,9.938995361,-1,,26,1,1,1
R_pnHK40EXWUcDCWl,Default Response Set,,,,134.76.136.232,,14.09.2015 12:58,14.09.2015 14:14,1,1,1,0,0,46.194,0,1,242,1,0,0,6.279,0,,,,,,,1,9,1,"Es ging recht schnell und ich habe ein mittleren Betrag ausgewí_hlt, um im Zweifelsfall nicht zu viel zu verlieren",1,6,5,8,8,7,7,8,7,5,6,4,7,5,5,6,3,7,7,9,8,8,7,6,7,1,2,1,5,4,4,3,1,4,6,6,0,1,2,8,3,3,2,2,2,"Gruppendynamik und solipsistische Handlungszusammenhí_nge. Wie weit traut man anderen Personen, die man nicht kennt und wie egoistisch ist man im Umgang mit Geld",nein,6,4,6,2,72,1,"Celle, Deutschland",0,51.53640747,9.938995361,-1,,24,1,1,1
